POS [ 12][  2]  XYZ[   -46,29687500000000000 to    -42,30590820312500000][ -3968,64135742187500000 to  -3592,73852539062500000][ -6418,43066406250000000 to  -6112,43652343750000000]  NWSE[    52,02301025390625000][     4,25720214843750000][    52,02026367187500000][     4,26269531250000000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726262/30604241726262715-21/30604241726262715.nbt
POS [ 13][  2]  XYZ[   -49,64843750000000000 to    -24,96191406250000000][ -3593,24023437500000000 to  -3217,05981445312500000][ -6418,43701171875000000 to  -6112,45019531250000000]  NWSE[    52,02301025390625000][     4,26269531250000000][    52,02026367187500000][     4,26818847656250000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726263/30604241726263604-21/30604241726263604.nbt
POS [ 14][  2]  XYZ[   -48,98583984375000000 to     -6,44995117187500000][ -3218,11694335937500000 to  -2841,65771484375000000][ -6418,19335937500000000 to  -6112,20703125000000000]  NWSE[    52,02301025390625000][     4,26818847656250000][    52,02026367187500000][     4,27368164062500000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726263/30604241726263605-21/30604241726263605.nbt
POS [ 15][  2]  XYZ[   -55,12646484375000000 to    -22,08911132812500000][ -2842,71459960937500000 to  -2466,25830078125000000][ -6417,97949218750000000 to  -6111,99414062500000000]  NWSE[    52,02301025390625000][     4,27368164062500000][    52,02026367187500000][     4,27917480468750000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726263/30604241726263614-21/30604241726263614.nbt
POS [ 16][  2]  XYZ[   -50,62622070312500000 to    -26,31933593750000000][ -2467,31127929687500000 to  -2090,85644531250000000][ -6417,79296875000000000 to  -6111,80615234375000000]  NWSE[    52,02301025390625000][     4,27917480468750000][    52,02026367187500000][     4,28466796875000000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726263/30604241726263615-21/30604241726263615.nbt
POS [ 17][  2]  XYZ[   -53,68530273437500000 to    -28,62841796875000000][ -2091,91235351562500000 to  -1715,45312500000000000][ -6417,63427734375000000 to  -6111,65039062500000000]  NWSE[    52,02301025390625000][     4,28466796875000000][    52,02026367187500000][     4,29016113281250000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726263/30604241726263704-21/30604241726263704.nbt
POS [ 18][  2]  XYZ[   -50,56689453125000000 to    -31,76806640625000000][ -1716,51184082031250000 to  -1340,05297851562500000][ -6417,50537109375000000 to  -6111,52001953125000000]  NWSE[    52,02301025390625000][     4,29016113281250000][    52,02026367187500000][     4,29565429687500000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726263/30604241726263705-21/30604241726263705.nbt
POS [ 19][  2]  XYZ[   -57,75903320312500000 to    -17,98095703125000000][ -1341,10705566406250000 to   -964,65533447265625000][ -6417,40429687500000000 to  -6111,41699218750000000]  NWSE[    52,02301025390625000][     4,29565429687500000][    52,02026367187500000][     4,30114746093750000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726263/30604241726263714-21/30604241726263714.nbt
POS [ 20][  2]  XYZ[   -53,35400390625000000 to    -13,58154296875000000][  -965,70825195312500000 to   -589,24816894531250000][ -6417,33056640625000000 to  -6111,34472656250000000]  NWSE[    52,02301025390625000][     4,30114746093750000][    52,02026367187500000][     4,30664062500000000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726263/30604241726263715-21/30604241726263715.nbt
POS [ 21][  2]  XYZ[   -55,00244140625000000 to    -17,21630859375000000][  -590,30450439453125000 to   -213,85746765136719000][ -6417,28613281250000000 to  -6111,29980468750000000]  NWSE[    52,02301025390625000][     4,30664062500000000][    52,02026367187500000][     4,31213378906250000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726272/30604241726272604-21/30604241726272604.nbt
POS [ 22][  2]  XYZ[   -49,99194335937500000 to    -13,72485351562500000][  -214,90098571777344000 to    161,55520629882812000][ -6417,26757812500000000 to  -6111,28320312500000000]  NWSE[    52,02301025390625000][     4,31213378906250000][    52,02026367187500000][     4,31762695312500000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726272/30604241726272605-21/30604241726272605.nbt
POS [ 23][  2]  XYZ[   -50,83593750000000000 to    -15,98535156250000000][   160,49462890625000000 to    536,95245361328125000][ -6417,28271484375000000 to  -6111,29589843750000000]  NWSE[    52,02301025390625000][     4,31762695312500000][    52,02026367187500000][     4,32312011718750000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726272/30604241726272614-21/30604241726272614.nbt
POS [ 24][  2]  XYZ[   -49,38110351562500000 to    -17,85424804687500000][   535,89727783203125000 to    912,25726318359375000][ -6417,32226562500000000 to  -6111,33837890625000000]  NWSE[    52,02301025390625000][     4,32312011718750000][    52,02026367187500000][     4,32861328125000000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726272/30604241726272615-21/30604241726272615.nbt
POS [ 25][  2]  XYZ[   -51,59594726562500000 to    -20,74316406250000000][   911,30883789062500000 to   1287,75646972656250000][ -6417,39160156250000000 to  -6111,40527343750000000]  NWSE[    52,02301025390625000][     4,32861328125000000][    52,02026367187500000][     4,33410644531250000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726272/30604241726272704-21/30604241726272704.nbt
POS [ 26][  2]  XYZ[   -47,92138671875000000 to    -23,80273437500000000][  1286,70141601562500000 to   1663,16040039062500000][ -6417,29980468750000000 to  -6111,50390625000000000]  NWSE[    52,02301025390625000][     4,33410644531250000][    52,02026367187500000][     4,33959960937500000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726272/30604241726272705-21/30604241726272705.nbt
POS [ 27][  2]  XYZ[   -48,20190429687500000 to    -14,69213867187500000][  1662,10180664062500000 to   2038,56176757812500000][ -6417,61474609375000000 to  -6111,62792968750000000]  NWSE[    52,02301025390625000][     4,33959960937500000][    52,02026367187500000][     4,34509277343750000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726272/30604241726272714-21/30604241726272714.nbt
POS [ 28][  2]  XYZ[   -49,31494140625000000 to    -14,66406250000000000][  2037,50292968750000000 to   2413,96240234375000000][ -6417,76708984375000000 to  -6111,78222656250000000]  NWSE[    52,02301025390625000][     4,34509277343750000][    52,02026367187500000][     4,35058593750000000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726272/30604241726272715-21/30604241726272715.nbt
POS [ 29][  2]  XYZ[   -47,36791992187500000 to    -11,95800781250000000][  2412,90429687500000000 to   2789,36474609375000000][ -6417,95068359375000000 to  -6111,96533203125000000]  NWSE[    52,02301025390625000][     4,35058593750000000][    52,02026367187500000][     4,35607910156250000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726273/30604241726273604-21/30604241726273604.nbt
POS [ 30][  2]  XYZ[   -52,89428710937500000 to    -14,44628906250000000][  2788,30468750000000000 to   3164,76367187500000000][ -6418,16210937500000000 to  -6112,17480468750000000]  NWSE[    52,02301025390625000][     4,35607910156250000][    52,02026367187500000][     4,36157226562500000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726273/30604241726273605-21/30604241726273605.nbt
POS [ 31][  2]  XYZ[   -51,75854492187500000 to    -13,79199218750000000][  3163,70678710937500000 to   3540,16845703125000000][ -6418,40136718750000000 to  -6112,41406250000000000]  NWSE[    52,02301025390625000][     4,36157226562500000][    52,02026367187500000][     4,36706542968750000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726273/30604241726273614-21/30604241726273614.nbt
POS [ 32][  2]  XYZ[   -65,22753906250000000 to    -13,67895507812500000][  3539,10766601562500000 to   3915,57031250000000000][ -6418,66894531250000000 to  -6112,68408203125000000]  NWSE[    52,02301025390625000][     4,36706542968750000][    52,02026367187500000][     4,37255859375000000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726273/30604241726273615-21/30604241726273615.nbt
POS [ 33][  2]  XYZ[   -66,42138671875000000 to    -12,40307617187500000][  3914,50830078125000000 to   4290,97167968750000000][ -6418,96386718750000000 to  -6112,97753906250000000]  NWSE[    52,02301025390625000][     4,37255859375000000][    52,02026367187500000][     4,37805175781250000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726273/30604241726273704-21/30604241726273704.nbt
POS [ 34][  2]  XYZ[   -57,14575195312500000 to    -14,51660156250000000][  4290,00537109375000000 to   4666,37158203125000000][ -6419,28906250000000000 to  -6113,30371093750000000]  NWSE[    52,02301025390625000][     4,37805175781250000][    52,02026367187500000][     4,38354492187500000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726273/30604241726273705-21/30604241726273705.nbt
POS [ 35][  2]  XYZ[   -56,67993164062500000 to    -15,85327148437500000][  4665,31054687500000000 to   5041,67871093750000000][ -6419,63964843750000000 to  -6113,65625000000000000]  NWSE[    52,02301025390625000][     4,38354492187500000][    52,02026367187500000][     4,38903808593750000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726273/30604241726273714-21/30604241726273714.nbt
POS [  2][  3]  XYZ[   -44,20092773437500000 to    -39,26171875000000000][ -7722,64062500000000000 to  -7346,76074218750000000][ -6117,29785156250000000 to  -5811,86816406250000000]  NWSE[    52,02575683593750000][     4,20227050781250000][    52,02301025390625000][     4,20776367187500000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241637373/30604241637373707-21/30604241637373707.nbt
POS [  3][  3]  XYZ[   -42,73730468750000000 to    -38,36840820312500000][ -7347,24023437500000000 to  -6971,36035156250000000][ -6116,74316406250000000 to  -5811,31298828125000000]  NWSE[    52,02575683593750000][     4,20776367187500000][    52,02301025390625000][     4,21325683593750000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241637373/30604241637373716-21/30604241637373716.nbt
POS [  4][  3]  XYZ[   -42,76586914062500000 to    -38,77978515625000000][ -6971,83935546875000000 to  -6595,95898437500000000][ -6116,21582031250000000 to  -5810,78613281250000000]  NWSE[    52,02575683593750000][     4,21325683593750000][    52,02301025390625000][     4,21875000000000000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241637373/30604241637373717-21/30604241637373717.nbt
POS [  5][  3]  XYZ[   -43,15820312500000000 to    -39,73706054687500000][ -6596,43798828125000000 to  -6220,55761718750000000][ -6116,09375000000000000 to  -5809,72167968750000000]  NWSE[    52,02575683593750000][     4,21875000000000000][    52,02301025390625000][     4,22424316406250000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726262/30604241726262606-21/30604241726262606.nbt
POS [  6][  3]  XYZ[   -43,90332031250000000 to    -39,91381835937500000][ -6221,03710937500000000 to  -5844,59863281250000000][ -6115,24707031250000000 to  -5809,81738281250000000]  NWSE[    52,02575683593750000][     4,22424316406250000][    52,02301025390625000][     4,22973632812500000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726262/30604241726262607-21/30604241726262607.nbt
POS [  7][  3]  XYZ[   -44,24853515625000000 to    -40,45068359375000000][ -5845,63623046875000000 to  -5469,75585937500000000][ -6114,80566406250000000 to  -5809,37597656250000000]  NWSE[    52,02575683593750000][     4,22973632812500000][    52,02301025390625000][     4,23522949218750000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726262/30604241726262616-21/30604241726262616.nbt
POS [  8][  3]  XYZ[   -45,89916992187500000 to    -40,77197265625000000][ -5470,23437500000000000 to  -5094,35498046875000000][ -6114,39160156250000000 to  -5808,39746093750000000]  NWSE[    52,02575683593750000][     4,23522949218750000][    52,02301025390625000][     4,24072265625000000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726262/30604241726262617-21/30604241726262617.nbt
POS [  9][  3]  XYZ[   -46,58178710937500000 to    -41,83007812500000000][ -5094,83349609375000000 to  -4718,95410156250000000][ -6114,00683593750000000 to  -5808,57714843750000000]  NWSE[    52,02575683593750000][     4,24072265625000000][    52,02301025390625000][     4,24621582031250000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726262/30604241726262706-21/30604241726262706.nbt
POS [ 10][  3]  XYZ[   -45,14868164062500000 to    -41,34936523437500000][ -4719,43212890625000000 to  -4343,55224609375000000][ -6113,65039062500000000 to  -5808,22070312500000000]  NWSE[    52,02575683593750000][     4,24621582031250000][    52,02301025390625000][     4,25170898437500000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726262/30604241726262707-21/30604241726262707.nbt
POS [ 11][  3]  XYZ[   -44,83935546875000000 to    -42,36474609375000000][ -4344,03125000000000000 to  -3968,15112304687500000][ -6113,32226562500000000 to  -5807,89257812500000000]  NWSE[    52,02575683593750000][     4,25170898437500000][    52,02301025390625000][     4,25720214843750000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726262/30604241726262716-21/30604241726262716.nbt
POS [ 12][  3]  XYZ[   -46,58862304687500000 to    -42,59912109375000000][ -3968,62988281250000000 to  -3592,74975585937500000][ -6113,02197265625000000 to  -5807,59277343750000000]  NWSE[    52,02575683593750000][     4,25720214843750000][    52,02301025390625000][     4,26269531250000000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726262/30604241726262717-21/30604241726262717.nbt
POS [ 13][  3]  XYZ[   -49,27685546875000000 to    -19,65283203125000000][ -3593,31005859375000000 to  -3217,07128906250000000][ -6113,02880859375000000 to  -5807,04296875000000000]  NWSE[    52,02575683593750000][     4,26269531250000000][    52,02301025390625000][     4,26818847656250000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726263/30604241726263606-21/30604241726263606.nbt
POS [ 14][  3]  XYZ[   -52,59326171875000000 to    -17,94311523437500000][ -3218,10693359375000000 to  -2841,67114257812500000][ -6112,78613281250000000 to  -5806,79980468750000000]  NWSE[    52,02575683593750000][     4,26818847656250000][    52,02301025390625000][     4,27368164062500000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726263/30604241726263607-21/30604241726263607.nbt
POS [ 15][  3]  XYZ[   -51,81079101562500000 to     -5,86523437500000000][ -2842,70507812500000000 to  -2466,26635742187500000][ -6112,57031250000000000 to  -5806,58398437500000000]  NWSE[    52,02575683593750000][     4,27368164062500000][    52,02301025390625000][     4,27917480468750000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726263/30604241726263616-21/30604241726263616.nbt
POS [ 16][  3]  XYZ[   -50,06689453125000000 to    -23,28784179687500000][ -2467,29760742187500000 to  -2090,86596679687500000][ -6112,38476562500000000 to  -5806,40039062500000000]  NWSE[    52,02575683593750000][     4,27917480468750000][    52,02301025390625000][     4,28466796875000000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726263/30604241726263617-21/30604241726263617.nbt
POS [ 17][  3]  XYZ[   -53,50341796875000000 to    -22,46191406250000000][ -2091,90258789062500000 to  -1715,56555175781250000][ -6112,22656250000000000 to  -5806,24121093750000000]  NWSE[    52,02575683593750000][     4,28466796875000000][    52,02301025390625000][     4,29016113281250000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726263/30604241726263706-21/30604241726263706.nbt
POS [ 18][  3]  XYZ[   -57,21459960937500000 to     -6,51977539062500000][ -1716,49719238281250000 to  -1340,06225585937500000][ -6112,09667968750000000 to  -5806,10937500000000000]  NWSE[    52,02575683593750000][     4,29016113281250000][    52,02301025390625000][     4,29565429687500000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726263/30604241726263707-21/30604241726263707.nbt
POS [ 19][  3]  XYZ[   -57,67358398437500000 to    -27,58349609375000000][ -1341,09301757812500000 to   -964,66094970703125000][ -6111,99511718750000000 to  -5806,00781250000000000]  NWSE[    52,02575683593750000][     4,29565429687500000][    52,02301025390625000][     4,30114746093750000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726263/30604241726263716-21/30604241726263716.nbt
POS [ 20][  3]  XYZ[   -51,09228515625000000 to    -29,06494140625000000][  -965,69781494140625000 to   -589,25952148437500000][ -6111,92187500000000000 to  -5805,93652343750000000]  NWSE[    52,02575683593750000][     4,30114746093750000][    52,02301025390625000][     4,30664062500000000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726263/30604241726263717-21/30604241726263717.nbt
POS [ 21][  3]  XYZ[   -48,46606445312500000 to     -1,18115234375000000][  -590,29638671875000000 to   -213,86079406738281000][ -6111,87792968750000000 to  -5805,89062500000000000]  NWSE[    52,02575683593750000][     4,30664062500000000][    52,02301025390625000][     4,31213378906250000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726272/30604241726272606-21/30604241726272606.nbt
POS [ 22][  3]  XYZ[   -53,50512695312500000 to    -23,79272460937500000][  -214,89451599121094000 to    161,54089355468750000][ -6111,86132812500000000 to  -5805,87597656250000000]  NWSE[    52,02575683593750000][     4,31213378906250000][    52,02301025390625000][     4,31762695312500000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726272/30604241726272607-21/30604241726272607.nbt
POS [ 23][  3]  XYZ[   -53,40161132812500000 to    -21,69287109375000000][   160,50601196289062000 to    536,93707275390625000][ -6111,87353515625000000 to  -5805,88769531250000000]  NWSE[    52,02575683593750000][     4,31762695312500000][    52,02301025390625000][     4,32312011718750000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726272/30604241726272616-21/30604241726272616.nbt
POS [ 24][  3]  XYZ[   -53,27514648437500000 to    -18,62133789062500000][   535,91003417968750000 to    912,34643554687500000][ -6111,91406250000000000 to  -5805,92773437500000000]  NWSE[    52,02575683593750000][     4,32312011718750000][    52,02301025390625000][     4,32861328125000000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726272/30604241726272617-21/30604241726272617.nbt
POS [ 25][  3]  XYZ[   -49,71313476562500000 to    -14,01635742187500000][   911,31091308593750000 to   1287,74377441406250000][ -6111,98046875000000000 to  -5805,99658203125000000]  NWSE[    52,02575683593750000][     4,32861328125000000][    52,02301025390625000][     4,33410644531250000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726272/30604241726272706-21/30604241726272706.nbt
POS [ 26][  3]  XYZ[   -51,81298828125000000 to    -20,77246093750000000][  1286,71459960937500000 to   1663,14965820312500000][ -6112,08007812500000000 to  -5806,09472656250000000]  NWSE[    52,02575683593750000][     4,33410644531250000][    52,02301025390625000][     4,33959960937500000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726272/30604241726272707-21/30604241726272707.nbt
POS [ 27][  3]  XYZ[   -48,11352539062500000 to    -23,80859375000000000][  1662,11279296875000000 to   2038,55029296875000000][ -6112,20507812500000000 to  -5806,21875000000000000]  NWSE[    52,02575683593750000][     4,33959960937500000][    52,02301025390625000][     4,34509277343750000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726272/30604241726272716-21/30604241726272716.nbt
POS [ 28][  3]  XYZ[   -47,33203125000000000 to    -15,61328125000000000][  2037,51416015625000000 to   2413,95141601562500000][ -6112,35937500000000000 to  -5806,37402343750000000]  NWSE[    52,02575683593750000][     4,34509277343750000][    52,02301025390625000][     4,35058593750000000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726272/30604241726272717-21/30604241726272717.nbt
POS [ 29][  3]  XYZ[   -48,13842773437500000 to    -21,74169921875000000][  2412,91503906250000000 to   2789,35375976562500000][ -6112,54150390625000000 to  -5806,55566406250000000]  NWSE[    52,02575683593750000][     4,35058593750000000][    52,02301025390625000][     4,35607910156250000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726273/30604241726273606-21/30604241726273606.nbt
POS [ 30][  3]  XYZ[   -49,58837890625000000 to    -15,49804687500000000][  2788,31640625000000000 to   3164,75317382812500000][ -6112,75390625000000000 to  -5806,76855468750000000]  NWSE[    52,02575683593750000][     4,35607910156250000][    52,02301025390625000][     4,36157226562500000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726273/30604241726273607-21/30604241726273607.nbt
POS [ 31][  3]  XYZ[   -52,81054687500000000 to    -16,07080078125000000][  3163,71826171875000000 to   3540,15161132812500000][ -6112,99218750000000000 to  -5807,00732421875000000]  NWSE[    52,02575683593750000][     4,36157226562500000][    52,02301025390625000][     4,36706542968750000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726273/30604241726273616-21/30604241726273616.nbt
POS [ 32][  3]  XYZ[   -53,74169921875000000 to    -12,26074218750000000][  3539,12231445312500000 to   3915,55566406250000000][ -6113,25976562500000000 to  -5807,27441406250000000]  NWSE[    52,02575683593750000][     4,36706542968750000][    52,02301025390625000][     4,37255859375000000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726273/30604241726273617-21/30604241726273617.nbt
POS [ 33][  3]  XYZ[   -65,57299804687500000 to    -12,60083007812500000][  3914,52026367187500000 to   4290,95214843750000000][ -6113,55615234375000000 to  -5807,56982421875000000]  NWSE[    52,02575683593750000][     4,37255859375000000][    52,02301025390625000][     4,37805175781250000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726273/30604241726273706-21/30604241726273706.nbt
POS [ 34][  3]  XYZ[   -53,06884765625000000 to    -11,30346679687500000][  4289,92919921875000000 to   4666,35986328125000000][ -6113,78320312500000000 to  -5807,89453125000000000]  NWSE[    52,02575683593750000][     4,37805175781250000][    52,02301025390625000][     4,38354492187500000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726273/30604241726273707-21/30604241726273707.nbt
POS [ 35][  3]  XYZ[   -49,95434570312500000 to    -12,16870117187500000][  4665,32275390625000000 to   5041,75244140625000000][ -6114,23339843750000000 to  -5808,24804687500000000]  NWSE[    52,02575683593750000][     4,38354492187500000][    52,02301025390625000][     4,38903808593750000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241726273/30604241726273716-21/30604241726273716.nbt
POS [  2][  4]  XYZ[   -42,77197265625000000 to    -39,53979492187500000][ -7722,62939453125000000 to  -7346,77246093750000000][ -5811,88964843750000000 to  -5506,45996093750000000]  NWSE[    52,02850341796875000][     4,20227050781250000][    52,02575683593750000][     4,20776367187500000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241637373/30604241637373725-21/30604241637373725.nbt
POS [  3][  4]  XYZ[   -43,39526367187500000 to    -39,78369140625000000][ -7347,22851562500000000 to  -6971,37158203125000000][ -5811,33398437500000000 to  -5505,90478515625000000]  NWSE[    52,02850341796875000][     4,20776367187500000][    52,02575683593750000][     4,21325683593750000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241637373/30604241637373734-21/30604241637373734.nbt
POS [  4][  4]  XYZ[   -43,42749023437500000 to    -39,62646484375000000][ -6971,82763671875000000 to  -6595,97070312500000000][ -5810,80761718750000000 to  -5505,37792968750000000]  NWSE[    52,02850341796875000][     4,21325683593750000][    52,02575683593750000][     4,21875000000000000]  G:/EARTH2/DOWNLOADED_FILES/NEW/DENHAAG/30604241637373/30604241637373735-21/30604241637373735.nbt
