POS [ 12][  2]  XYZ[    -2,45227098464965820 to     22,82885742187500000][  -758,40722656250000000 to   -383,33367919921875000][ -3666,81494140625000000 to  -3360,82641601562500000]  NWSE[    52,18780517578125000][     6,87744140625000000][    52,18505859375000000][     6,88293457031250000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415362/30604252415362504-21/30604252415362504.nbt
POS [ 13][  2]  XYZ[    -1,53356897830963130 to     27,59741210937500000][  -384,17807006835937000 to     -9,11279296875000000][ -3666,78564453125000000 to  -3360,79882812500000000]  NWSE[    52,18780517578125000][     6,88293457031250000][    52,18505859375000000][     6,88842773437500000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415362/30604252415362505-21/30604252415362505.nbt
POS [ 14][  2]  XYZ[    -2,09765601158142090 to     33,32409667968750000][    -9,96096801757812500 to    365,10867309570312000][ -3666,78588867187500000 to  -3360,79736328125000000]  NWSE[    52,18780517578125000][     6,88842773437500000][    52,18505859375000000][     6,89392089843750000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415362/30604252415362514-21/30604252415362514.nbt
POS [ 15][  2]  XYZ[     0,27392598986625671 to     37,19799804687500000][   364,25891113281250000 to    739,33129882812500000][ -3666,81298828125000000 to  -3360,82421875000000000]  NWSE[    52,18780517578125000][     6,89392089843750000][    52,18505859375000000][     6,89941406250000000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415362/30604252415362515-21/30604252415362515.nbt
POS [ 16][  2]  XYZ[     3,04077100753784180 to     43,35327148437500000][   738,48059082031250000 to   1113,55480957031250000][ -3666,86962890625000000 to  -3360,88085937500000000]  NWSE[    52,18780517578125000][     6,89941406250000000][    52,18505859375000000][     6,90490722656250000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415363/30604252415363404-21/30604252415363404.nbt
POS [ 17][  2]  XYZ[     4,42358398437500000 to     35,52111816406250000][  1112,70422363281250000 to   1487,76660156250000000][ -3666,95336914062500000 to  -3360,96459960937500000]  NWSE[    52,18780517578125000][     6,90490722656250000][    52,18505859375000000][     6,91040039062500000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415363/30604252415363405-21/30604252415363405.nbt
POS [ 18][  2]  XYZ[     7,04760694503784180 to     31,09448242187500000][  1486,93322753906250000 to   1861,99877929687500000][ -3667,06298828125000000 to  -3361,07714843750000000]  NWSE[    52,18780517578125000][     6,91040039062500000][    52,18505859375000000][     6,91589355468750000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415363/30604252415363414-21/30604252415363414.nbt
POS [ 19][  2]  XYZ[    10,35327053070068400 to     34,59033203125000000][  1860,28698730468750000 to   2236,02392578125000000][ -3667,20703125000000000 to  -3361,22094726562500000]  NWSE[    52,18780517578125000][     6,91589355468750000][    52,18505859375000000][     6,92138671875000000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415363/30604252415363415-21/30604252415363415.nbt
POS [ 20][  2]  XYZ[    13,57812500000000000 to     30,31286621093750000][  2235,37158203125000000 to   2610,16455078125000000][ -3667,09741210937500000 to  -3361,66552734375000000]  NWSE[    52,18780517578125000][     6,92138671875000000][    52,18505859375000000][     6,92687988281250000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415363/30604252415363504-21/30604252415363504.nbt
POS [ 21][  2]  XYZ[    12,41040039062500000 to     19,36865234375000000][  2609,86669921875000000 to   2984,38647460937500000][ -3667,29492187500000000 to  -3361,86328125000000000]  NWSE[    52,18780517578125000][     6,92687988281250000][    52,18505859375000000][     6,93237304687500000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415363/30604252415363505-21/30604252415363505.nbt
POS [ 22][  2]  XYZ[     9,03112792968750000 to     15,40478515625000000][  2984,08862304687500000 to   3358,60791015625000000][ -3668,08789062500000000 to  -3361,52490234375000000]  NWSE[    52,18780517578125000][     6,93237304687500000][    52,18505859375000000][     6,93786621093750000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415363/30604252415363514-21/30604252415363514.nbt
POS [ 23][  2]  XYZ[     5,65734910964965820 to     12,42651367187500000][  3358,31030273437500000 to   3733,01708984375000000][ -3667,77539062500000000 to  -3362,34375000000000000]  NWSE[    52,18780517578125000][     6,93786621093750000][    52,18505859375000000][     6,94335937500000000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415363/30604252415363515-21/30604252415363515.nbt
POS [ 24][  2]  XYZ[     5,12780809402465820 to     25,03723144531250000][  3732,53222656250000000 to   4107,05126953125000000][ -3668,05786132812500000 to  -3362,06079101562500000]  NWSE[    52,18780517578125000][     6,94335937500000000][    52,18505859375000000][     6,94885253906250000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415372/30604252415372404-21/30604252415372404.nbt
POS [ 25][  2]  XYZ[     4,99096679687500000 to     10,25524902343750000][  4106,56591796875000000 to   4481,27294921875000000][ -3668,36889648437500000 to  -3362,93750000000000000]  NWSE[    52,18780517578125000][     6,94885253906250000][    52,18505859375000000][     6,95434570312500000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415372/30604252415372405-21/30604252415372405.nbt
POS [ 26][  2]  XYZ[     5,06604003906250000 to     13,88623046875000000][  4480,97558593750000000 to   4855,49462890625000000][ -3668,70825195312500000 to  -3363,27685546875000000]  NWSE[    52,18780517578125000][     6,95434570312500000][    52,18505859375000000][     6,95983886718750000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415372/30604252415372414-21/30604252415372414.nbt
POS [ 27][  2]  XYZ[     4,78784179687500000 to     10,42944335937500000][  4855,19677734375000000 to   5229,71630859375000000][ -3669,07617187500000000 to  -3363,64477539062500000]  NWSE[    52,18780517578125000][     6,95983886718750000][    52,18505859375000000][     6,96533203125000000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415372/30604252415372415-21/30604252415372415.nbt
POS [  2][  3]  XYZ[    -9,06762695312500000 to      1,45971703529357910][ -4500,70214843750000000 to  -4125,84033203125000000][ -3363,54418945312500000 to  -3057,54638671875000000]  NWSE[    52,19055175781250000][     6,82250976562500000][    52,18780517578125000][     6,82800292968750000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415273/30604252415273416-21/30604252415273416.nbt
POS [  3][  3]  XYZ[    -8,18652343750000000 to     -3,67150902748107910][ -4126,11328125000000000 to  -3751,05541992187500000][ -3363,22924804687500000 to  -3056,66943359375000000]  NWSE[    52,19055175781250000][     6,82800292968750000][    52,18780517578125000][     6,83349609375000000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415273/30604252415273417-21/30604252415273417.nbt
POS [  4][  3]  XYZ[    -7,46520996093750000 to     24,48474121093750000][ -3752,45483398437500000 to  -3377,11791992187500000][ -3362,65722656250000000 to  -3056,67138671875000000]  NWSE[    52,19055175781250000][     6,83349609375000000][    52,18780517578125000][     6,83898925781250000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415273/30604252415273506-21/30604252415273506.nbt
POS [  5][  3]  XYZ[    -7,28149414062500000 to     26,82299804687500000][ -3377,94897460937500000 to  -3002,89746093750000000][ -3362,40405273437500000 to  -3056,41601562500000000]  NWSE[    52,19055175781250000][     6,83898925781250000][    52,18780517578125000][     6,84448242187500000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415273/30604252415273507-21/30604252415273507.nbt
POS [  6][  3]  XYZ[    -6,98815917968750000 to     24,58032226562500000][ -3003,72705078125000000 to  -2628,68212890625000000][ -3362,17626953125000000 to  -3056,18798828125000000]  NWSE[    52,19055175781250000][     6,84448242187500000][    52,18780517578125000][     6,84997558593750000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415273/30604252415273516-21/30604252415273516.nbt
POS [  7][  3]  XYZ[    -6,48547410964965820 to     22,45141601562500000][ -2629,50292968750000000 to  -2254,45336914062500000][ -3361,97729492187500000 to  -3055,99023437500000000]  NWSE[    52,19055175781250000][     6,84997558593750000][    52,18780517578125000][     6,85546875000000000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415273/30604252415273517-21/30604252415273517.nbt
POS [  8][  3]  XYZ[    -6,53198194503784180 to     21,75524902343750000][ -2255,28247070312500000 to  -1880,23242187500000000][ -3361,80664062500000000 to  -3055,81835937500000000]  NWSE[    52,19055175781250000][     6,85546875000000000][    52,18780517578125000][     6,86096191406250000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415362/30604252415362406-21/30604252415362406.nbt
POS [  9][  3]  XYZ[    -4,76281690597534180 to     24,84069824218750000][ -1881,05761718750000000 to  -1506,00976562500000000][ -3361,66308593750000000 to  -3055,67626953125000000]  NWSE[    52,19055175781250000][     6,86096191406250000][    52,18780517578125000][     6,86645507812500000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415362/30604252415362407-21/30604252415362407.nbt
POS [ 10][  3]  XYZ[    -4,85180711746215820 to     21,36547851562500000][ -1506,83959960937500000 to  -1131,78735351562500000][ -3361,55029296875000000 to  -3055,56152343750000000]  NWSE[    52,19055175781250000][     6,86645507812500000][    52,18780517578125000][     6,87194824218750000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415362/30604252415362416-21/30604252415362416.nbt
POS [ 11][  3]  XYZ[    -5,57519483566284180 to     29,85656738281250000][ -1132,61791992187500000 to   -757,56811523437500000][ -3361,46484375000000000 to  -3055,47607421875000000]  NWSE[    52,19055175781250000][     6,87194824218750000][    52,18780517578125000][     6,87744140625000000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415362/30604252415362417-21/30604252415362417.nbt
POS [ 12][  3]  XYZ[    -5,24462890625000000 to     35,91149902343750000][  -758,39642333984375000 to   -383,34555053710937000][ -3361,40698242187500000 to  -3055,41845703125000000]  NWSE[    52,19055175781250000][     6,87744140625000000][    52,18780517578125000][     6,88293457031250000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415362/30604252415362506-21/30604252415362506.nbt
POS [ 13][  3]  XYZ[    -2,91857910156250000 to     26,87524414062500000][  -384,17306518554687000 to     -9,12667846679687500][ -3361,37792968750000000 to  -3055,39013671875000000]  NWSE[    52,19055175781250000][     6,88293457031250000][    52,18780517578125000][     6,88842773437500000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415362/30604252415362507-21/30604252415362507.nbt
POS [ 14][  3]  XYZ[    -2,63537597656250000 to     28,84777832031250000][    -9,94784545898437500 to    365,09960937500000000][ -3361,37719726562500000 to  -3055,38940429687500000]  NWSE[    52,19055175781250000][     6,88842773437500000][    52,18780517578125000][     6,89392089843750000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415362/30604252415362516-21/30604252415362516.nbt
POS [ 15][  3]  XYZ[     0,95764201879501343 to     31,11499023437500000][   364,26950073242187000 to    739,32031250000000000][ -3361,40478515625000000 to  -3055,41674804687500000]  NWSE[    52,19055175781250000][     6,89392089843750000][    52,18780517578125000][     6,89941406250000000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415362/30604252415362517-21/30604252415362517.nbt
POS [ 16][  3]  XYZ[     2,78723096847534180 to     30,96948242187500000][   738,49572753906250000 to   1113,54223632812500000][ -3361,46093750000000000 to  -3055,47363281250000000]  NWSE[    52,19055175781250000][     6,89941406250000000][    52,18780517578125000][     6,90490722656250000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415363/30604252415363406-21/30604252415363406.nbt
POS [ 17][  3]  XYZ[     5,57800292968750000 to     37,99291992187500000][  1112,71459960937500000 to   1487,76110839843750000][ -3361,54516601562500000 to  -3055,55664062500000000]  NWSE[    52,19055175781250000][     6,90490722656250000][    52,18780517578125000][     6,91040039062500000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415363/30604252415363407-21/30604252415363407.nbt
POS [ 18][  3]  XYZ[     8,39099121093750000 to     40,14611816406250000][  1486,93920898437500000 to   1861,98193359375000000][ -3361,65673828125000000 to  -3055,66845703125000000]  NWSE[    52,19055175781250000][     6,91040039062500000][    52,18780517578125000][     6,91589355468750000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415363/30604252415363416-21/30604252415363416.nbt
POS [ 19][  3]  XYZ[    11,13415527343750000 to     45,52380371093750000][  1860,87670898437500000 to   2236,11035156250000000][ -3361,60937500000000000 to  -3055,80957031250000000]  NWSE[    52,19055175781250000][     6,91589355468750000][    52,18780517578125000][     6,92138671875000000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415363/30604252415363417-21/30604252415363417.nbt
POS [ 20][  3]  XYZ[    13,97741699218750000 to     27,32946777343750000][  2235,38330078125000000 to   2610,15307617187500000][ -3361,68920898437500000 to  -3055,98120117187500000]  NWSE[    52,19055175781250000][     6,92138671875000000][    52,18780517578125000][     6,92687988281250000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415363/30604252415363506-21/30604252415363506.nbt
POS [ 21][  3]  XYZ[     7,73168897628784180 to     18,07836914062500000][  2609,87841796875000000 to   2988,97851562500000000][ -3361,88671875000000000 to  -3055,31298828125000000]  NWSE[    52,19055175781250000][     6,92687988281250000][    52,18780517578125000][     6,93237304687500000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415363/30604252415363507-21/30604252415363507.nbt
POS [ 22][  3]  XYZ[     9,24792480468750000 to     16,93908691406250000][  2981,81225585937500000 to   3358,59643554687500000][ -3362,67919921875000000 to  -3056,11621093750000000]  NWSE[    52,19055175781250000][     6,93237304687500000][    52,18780517578125000][     6,93786621093750000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415363/30604252415363516-21/30604252415363516.nbt
POS [ 23][  3]  XYZ[     6,81152296066284180 to     12,61706542968750000][  3358,25317382812500000 to   3732,81811523437500000][ -3362,36718750000000000 to  -3056,93554687500000000]  NWSE[    52,19055175781250000][     6,93786621093750000][    52,18780517578125000][     6,94335937500000000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415363/30604252415363517-21/30604252415363517.nbt
POS [ 24][  3]  XYZ[     5,52795410156250000 to     18,67102050781250000][  3732,54394531250000000 to   4107,03955078125000000][ -3363,21679687500000000 to  -3057,21826171875000000]  NWSE[    52,19055175781250000][     6,94335937500000000][    52,18780517578125000][     6,94885253906250000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415372/30604252415372406-21/30604252415372406.nbt
POS [ 25][  3]  XYZ[     4,82971191406250000 to     13,07775878906250000][  4106,57714843750000000 to   4481,26123046875000000][ -3363,33886718750000000 to  -3057,52954101562500000]  NWSE[    52,19055175781250000][     6,94885253906250000][    52,18780517578125000][     6,95434570312500000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415372/30604252415372407-21/30604252415372407.nbt
POS [ 26][  3]  XYZ[     5,65673780441284180 to     12,04919433593750000][  4480,98730468750000000 to   4855,48339843750000000][ -3363,30029296875000000 to  -3057,86889648437500000]  NWSE[    52,19055175781250000][     6,95434570312500000][    52,18780517578125000][     6,95983886718750000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415372/30604252415372416-21/30604252415372416.nbt
POS [ 27][  3]  XYZ[     4,81530809402465820 to     10,64294433593750000][  4855,20849609375000000 to   5229,70458984375000000][ -3363,66796875000000000 to  -3058,23681640625000000]  NWSE[    52,19055175781250000][     6,95983886718750000][    52,18780517578125000][     6,96533203125000000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415372/30604252415372417-21/30604252415372417.nbt
POS [  2][  4]  XYZ[   -10,15856933593750000 to     -3,57665991783142090][ -4500,32373046875000000 to  -4125,28906250000000000][ -3057,56884765625000000 to  -2751,57177734375000000]  NWSE[    52,19329833984375000][     6,82250976562500000][    52,19055175781250000][     6,82800292968750000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415273/30604252415273434-21/30604252415273434.nbt
POS [  3][  4]  XYZ[    -6,45300292968750000 to      1,07031297683715820][ -4126,66455078125000000 to  -3751,62988281250000000][ -3057,82275390625000000 to  -2751,82568359375000000]  NWSE[    52,19329833984375000][     6,82800292968750000][    52,19055175781250000][     6,83349609375000000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415273/30604252415273435-21/30604252415273435.nbt
POS [  4][  4]  XYZ[    -8,16882324218750000 to     22,83227539062500000][ -3751,88037109375000000 to  -3377,12939453125000000][ -3057,25170898437500000 to  -2751,26464843750000000]  NWSE[    52,19329833984375000][     6,83349609375000000][    52,19055175781250000][     6,83898925781250000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415273/30604252415273524-21/30604252415273524.nbt
POS [  5][  4]  XYZ[    -7,23962402343750000 to     23,95117187500000000][ -3377,93725585937500000 to  -3002,90917968750000000][ -3056,99584960937500000 to  -2751,00781250000000000]  NWSE[    52,19329833984375000][     6,83898925781250000][    52,19055175781250000][     6,84448242187500000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415273/30604252415273525-21/30604252415273525.nbt
POS [  6][  4]  XYZ[    -7,51062011718750000 to     23,20922851562500000][ -3003,71435546875000000 to  -2628,69189453125000000][ -3056,76855468750000000 to  -2750,49365234375000000]  NWSE[    52,19329833984375000][     6,84448242187500000][    52,19055175781250000][     6,84997558593750000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415273/30604252415273534-21/30604252415273534.nbt
POS [  7][  4]  XYZ[    -7,38220214843750000 to     27,38037109375000000][ -2629,49121093750000000 to  -2254,46606445312500000][ -3056,56933593750000000 to  -2750,58203125000000000]  NWSE[    52,19329833984375000][     6,84997558593750000][    52,19055175781250000][     6,85546875000000000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415273/30604252415273535-21/30604252415273535.nbt
POS [  8][  4]  XYZ[    -6,47937011718750000 to     17,28186035156250000][ -2255,27050781250000000 to  -1880,24291992187500000][ -3056,39843750000000000 to  -2750,40991210937500000]  NWSE[    52,19329833984375000][     6,85546875000000000][    52,19055175781250000][     6,86096191406250000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415362/30604252415362424-21/30604252415362424.nbt
POS [  9][  4]  XYZ[    -4,91064500808715820 to     23,00000000000000000][ -1881,04504394531250000 to  -1506,02160644531250000][ -3056,25488281250000000 to  -2750,26855468750000000]  NWSE[    52,19329833984375000][     6,86096191406250000][    52,19055175781250000][     6,86645507812500000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415362/30604252415362425-21/30604252415362425.nbt
POS [ 10][  4]  XYZ[    -3,21301293373107910 to     38,60180664062500000][ -1506,82678222656250000 to  -1131,79907226562500000][ -3056,14160156250000000 to  -2750,15429687500000000]  NWSE[    52,19329833984375000][     6,86645507812500000][    52,19055175781250000][     6,87194824218750000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415362/30604252415362434-21/30604252415362434.nbt
POS [ 11][  4]  XYZ[    -2,05835008621215820 to     28,95776367187500000][ -1132,60412597656250000 to   -757,57714843750000000][ -3056,05615234375000000 to  -2750,06933593750000000]  NWSE[    52,19329833984375000][     6,87194824218750000][    52,19055175781250000][     6,87744140625000000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415362/30604252415362435-21/30604252415362435.nbt
POS [ 12][  4]  XYZ[    -4,73339796066284180 to     31,34606933593750000][  -758,38464355468750000 to   -383,35748291015625000][ -3055,99853515625000000 to  -2750,01220703125000000]  NWSE[    52,19329833984375000][     6,87744140625000000][    52,19055175781250000][     6,88293457031250000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415362/30604252415362524-21/30604252415362524.nbt
POS [ 13][  4]  XYZ[    -2,68518090248107910 to     38,84606933593750000][  -384,15884399414062000 to     -9,13894653320312500][ -3055,96948242187500000 to  -2749,98071289062500000]  NWSE[    52,19329833984375000][     6,88293457031250000][    52,19055175781250000][     6,88842773437500000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415362/30604252415362525-21/30604252415362525.nbt
POS [ 14][  4]  XYZ[    -0,24206499755382538 to     26,82165527343750000][    -9,93899536132812500 to    365,08673095703125000][ -3055,96875000000000000 to  -2749,98022460937500000]  NWSE[    52,19329833984375000][     6,88842773437500000][    52,19055175781250000][     6,89392089843750000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415362/30604252415362534-21/30604252415362534.nbt
POS [ 15][  4]  XYZ[     0,81042498350143433 to     27,50024414062500000][   364,28082275390625000 to    739,30932617187500000][ -3055,99658203125000000 to  -2750,00830078125000000]  NWSE[    52,19329833984375000][     6,89392089843750000][    52,19055175781250000][     6,89941406250000000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415362/30604252415362535-21/30604252415362535.nbt
POS [ 16][  4]  XYZ[     0,76147502660751343 to     36,27844238281250000][   738,50256347656250000 to   1113,53051757812500000][ -3056,05126953125000000 to  -2750,06372070312500000]  NWSE[    52,19329833984375000][     6,89941406250000000][    52,19055175781250000][     6,90490722656250000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415363/30604252415363424-21/30604252415363424.nbt
POS [ 17][  4]  XYZ[     4,87011718750000000 to     39,16198730468750000][  1112,72558593750000000 to   1487,74731445312500000][ -3056,13696289062500000 to  -2750,14794921875000000]  NWSE[    52,19329833984375000][     6,90490722656250000][    52,19055175781250000][     6,91040039062500000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415363/30604252415363425-21/30604252415363425.nbt
POS [ 18][  4]  XYZ[     6,55285596847534180 to     43,57263183593750000][  1486,95324707031250000 to   1861,97412109375000000][ -3056,24804687500000000 to  -2750,26025390625000000]  NWSE[    52,19329833984375000][     6,91040039062500000][    52,19055175781250000][     6,91589355468750000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415363/30604252415363434-21/30604252415363434.nbt
POS [ 19][  4]  XYZ[     9,57849121093750000 to     48,56311035156250000][  1861,16845703125000000 to   2236,19799804687500000][ -3056,39062500000000000 to  -2750,40478515625000000]  NWSE[    52,19329833984375000][     6,91589355468750000][    52,19055175781250000][     6,92138671875000000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415363/30604252415363435-21/30604252415363435.nbt
POS [ 20][  4]  XYZ[    13,83557128906250000 to     45,31921386718750000][  2235,39062500000000000 to   2610,14160156250000000][ -3056,55932617187500000 to  -2750,84912109375000000]  NWSE[    52,19329833984375000][     6,92138671875000000][    52,19055175781250000][     6,92687988281250000]  F:/EARTH3/DOWNLOADED_FILES/NEW/ENSCHEDE/30604252415363/30604252415363524-21/30604252415363524.nbt
