POS [ 14][  0]  XYZ[    77,50512695312500000 to    116,04785156250000000][-21247,50195312500000000 to -20965,68359375000000000][  8393,47265625000000000 to   8699,35156250000000000]  NWSE[   -22,89550781250000000][   -43,35754394531250000][   -22,89825439453125000][   -43,35479736328125000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607252/03706263607252736-21/03706263607252736.nbt
POS [ 15][  0]  XYZ[    70,62939453125000000 to    122,46191406250000000][-20966,32226562500000000 to -20684,50390625000000000][  8393,08203125000000000 to   8698,96093750000000000]  NWSE[   -22,89550781250000000][   -43,35479736328125000][   -22,89825439453125000][   -43,35205078125000000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607252/03706263607252737-21/03706263607252737.nbt
POS [ 16][  0]  XYZ[    74,35278320312500000 to    125,17285156250000000][-20685,14062500000000000 to -20403,32031250000000000][  8392,69531250000000000 to   8698,57617187500000000]  NWSE[   -22,89550781250000000][   -43,35205078125000000][   -22,89825439453125000][   -43,34930419921875000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607253/03706263607253626-21/03706263607253626.nbt
POS [ 17][  0]  XYZ[    74,45507812500000000 to    113,61865234375000000][-20403,95898437500000000 to -20122,14062500000000000][  8392,31445312500000000 to   8698,19433593750000000]  NWSE[   -22,89550781250000000][   -43,34930419921875000][   -22,89825439453125000][   -43,34655761718750000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607253/03706263607253627-21/03706263607253627.nbt
POS [ 18][  0]  XYZ[    77,58374023437500000 to    113,42382812500000000][-20122,77734375000000000 to -19840,95898437500000000][  8391,93945312500000000 to   8697,81933593750000000]  NWSE[   -22,89550781250000000][   -43,34655761718750000][   -22,89825439453125000][   -43,34381103515625000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607253/03706263607253636-21/03706263607253636.nbt
POS [ 19][  0]  XYZ[    81,34619140625000000 to    163,36474609375000000][-19841,59570312500000000 to -19559,77734375000000000][  8391,56835937500000000 to   8697,45019531250000000]  NWSE[   -22,89550781250000000][   -43,34381103515625000][   -22,89825439453125000][   -43,34106445312500000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607253/03706263607253637-21/03706263607253637.nbt
POS [ 20][  0]  XYZ[   230,23315429687500000 to    257,65673828125000000][-19420,50390625000000000 to -19278,82421875000000000][  8391,20117187500000000 to   8675,15039062500000000]  NWSE[   -22,89550781250000000][   -43,34106445312500000][   -22,89825439453125000][   -43,33831787109375000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607253/03706263607253762-21/03706263607253762.nbt
POS [ 21][  0]  XYZ[   229,38208007812500000 to    242,20971679687500000][-19279,15429687500000000 to -19225,70703125000000000][  8390,84179687500000000 to   8423,86718750000000000]  NWSE[   -22,89550781250000000][   -43,33831787109375000][   -22,89825439453125000][   -43,33557128906250000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607253/03706263607253763-21/03706263607253763.nbt
POS [ 22][  0]  XYZ[    83,03344726562500000 to    175,17407226562500000][-18998,05078125000000000 to -18716,23046875000000000][  8390,48925781250000000 to   8696,37109375000000000]  NWSE[   -22,89550781250000000][   -43,33557128906250000][   -22,89825439453125000][   -43,33282470703125000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607253/03706263607253736-21/03706263607253736.nbt
POS [ 23][  0]  XYZ[    97,58349609375000000 to    227,10839843750000000][-18716,87109375000000000 to -18435,05078125000000000][  8390,13867187500000000 to   8696,02343750000000000]  NWSE[   -22,89550781250000000][   -43,33282470703125000][   -22,89825439453125000][   -43,33007812500000000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607253/03706263607253737-21/03706263607253737.nbt
POS [ 24][  0]  XYZ[    69,65576171875000000 to    163,65356445312500000][-18435,68750000000000000 to -18153,86914062500000000][  8389,79687500000000000 to   8695,67871093750000000]  NWSE[   -22,89550781250000000][   -43,33007812500000000][   -22,89825439453125000][   -43,32733154296875000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607342/03706263607342626-21/03706263607342626.nbt
POS [ 25][  0]  XYZ[    64,99145507812500000 to    158,29101562500000000][-18154,50390625000000000 to -17871,03710937500000000][  8389,45800781250000000 to   8696,98242187500000000]  NWSE[   -22,89550781250000000][   -43,32733154296875000][   -22,89825439453125000][   -43,32458496093750000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607342/03706263607342627-21/03706263607342627.nbt
POS [ 26][  0]  XYZ[   225,31201171875000000 to    228,86669921875000000][-17613,17968750000000000 to -17591,65820312500000000][  8389,12304687500000000 to   8395,28320312500000000]  NWSE[   -22,89550781250000000][   -43,32458496093750000][   -22,89825439453125000][   -43,32183837890625000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607342/03706263607342672-21/03706263607342672.nbt
POS [ 27][  0]  XYZ[   224,53515625000000000 to    255,20507812500000000][-17591,91210937500000000 to -17432,33984375000000000][  8388,79492187500000000 to   8441,44921875000000000]  NWSE[   -22,89550781250000000][   -43,32183837890625000][   -22,89825439453125000][   -43,31909179687500000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607342/03706263607342673-21/03706263607342673.nbt
POS [ 28][  0]  XYZ[    75,02294921875000000 to    190,25292968750000000][-17310,96093750000000000 to -17029,14062500000000000][  8388,47265625000000000 to   8694,35546875000000000]  NWSE[   -22,89550781250000000][   -43,31909179687500000][   -22,89825439453125000][   -43,31634521484375000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607342/03706263607342726-21/03706263607342726.nbt
POS [ 29][  0]  XYZ[    66,77587890625000000 to    131,03979492187500000][-17029,77929687500000000 to -16747,95898437500000000][  8388,15722656250000000 to   8694,03710937500000000]  NWSE[   -22,89550781250000000][   -43,31634521484375000][   -22,89825439453125000][   -43,31359863281250000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607342/03706263607342727-21/03706263607342727.nbt
POS [ 30][  0]  XYZ[    58,24023437500000000 to    113,84179687500000000][-16748,59765625000000000 to -16466,77734375000000000][  8387,84570312500000000 to   8693,72460937500000000]  NWSE[   -22,89550781250000000][   -43,31359863281250000][   -22,89825439453125000][   -43,31085205078125000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607342/03706263607342736-21/03706263607342736.nbt
POS [ 31][  0]  XYZ[    54,26904296875000000 to     88,01904296875000000][-16467,41406250000000000 to -16185,59570312500000000][  8387,53906250000000000 to   8693,41796875000000000]  NWSE[   -22,89550781250000000][   -43,31085205078125000][   -22,89825439453125000][   -43,30810546875000000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607342/03706263607342737-21/03706263607342737.nbt
POS [ 32][  0]  XYZ[    50,84912109375000000 to     82,43701171875000000][-16186,23242187500000000 to -15904,41503906250000000][  8387,23632812500000000 to   8693,11621093750000000]  NWSE[   -22,89550781250000000][   -43,30810546875000000][   -22,89825439453125000][   -43,30535888671875000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607343/03706263607343626-21/03706263607343626.nbt
POS [ 33][  0]  XYZ[    33,92602539062500000 to     99,42041015625000000][-15905,04980468750000000 to -15623,23242187500000000][  8386,93945312500000000 to   8692,81835937500000000]  NWSE[   -22,89550781250000000][   -43,30535888671875000][   -22,89825439453125000][   -43,30261230468750000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607343/03706263607343627-21/03706263607343627.nbt
POS [ 34][  0]  XYZ[    41,80786132812500000 to     94,86694335937500000][-15623,86914062500000000 to -15342,05078125000000000][  8386,64843750000000000 to   8692,52734375000000000]  NWSE[   -22,89550781250000000][   -43,30261230468750000][   -22,89825439453125000][   -43,29986572265625000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607343/03706263607343636-21/03706263607343636.nbt
POS [ 35][  0]  XYZ[    48,23852539062500000 to     90,72045898437500000][-15342,68554687500000000 to -15060,86816406250000000][  8386,36328125000000000 to   8692,24218750000000000]  NWSE[   -22,89550781250000000][   -43,29986572265625000][   -22,89825439453125000][   -43,29711914062500000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607343/03706263607343637-21/03706263607343637.nbt
POS [ 36][  0]  XYZ[    11,19482421875000000 to     96,46166992187500000][-15061,50390625000000000 to -14779,68652343750000000][  8386,08203125000000000 to   8691,95996093750000000]  NWSE[   -22,89550781250000000][   -43,29711914062500000][   -22,89825439453125000][   -43,29437255859375000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607343/03706263607343726-21/03706263607343726.nbt
POS [ 37][  0]  XYZ[    14,09667968750000000 to    120,99218750000000000][-14780,32226562500000000 to -14498,50390625000000000][  8385,80468750000000000 to   8691,68554687500000000]  NWSE[   -22,89550781250000000][   -43,29437255859375000][   -22,89825439453125000][   -43,29162597656250000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607343/03706263607343727-21/03706263607343727.nbt
POS [ 38][  0]  XYZ[    24,18725585937500000 to    101,96655273437500000][-14499,14062500000000000 to -14217,32226562500000000][  8385,53515625000000000 to   8691,41406250000000000]  NWSE[   -22,89550781250000000][   -43,29162597656250000][   -22,89825439453125000][   -43,28887939453125000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607343/03706263607343736-21/03706263607343736.nbt
POS [ 39][  0]  XYZ[    44,95629882812500000 to    102,03491210937500000][-14217,95703125000000000 to -13936,13964843750000000][  8385,27050781250000000 to   8691,14941406250000000]  NWSE[   -22,89550781250000000][   -43,28887939453125000][   -22,89825439453125000][   -43,28613281250000000]  G:/EARTH2/DOWNLOADED_FILES/NEW/RIO/03706263607343/03706263607343737-21/03706263607343737.nbt
POS [ 40][  0]  XYZ[    47,89428710937500000 to    100,10473632812500000][-13936,77539062500000000 to -13654,95703125000000000][  8385,00976562500000000 to   8690,88964843750000000]  NWSE[   -22,89550781250000000][   -43,28613281250000000][   -22,89825439453125000][   -43,28338623046875000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263607352/03706263607352626-21/03706263607352626.nbt
POS [ 41][  0]  XYZ[    36,70605468750000000 to    103,28784179687500000][-13655,59277343750000000 to -13373,77539062500000000][  8384,75585937500000000 to   8690,63476562500000000]  NWSE[   -22,89550781250000000][   -43,28338623046875000][   -22,89825439453125000][   -43,28063964843750000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263607352/03706263607352627-21/03706263607352627.nbt
POS [ 42][  0]  XYZ[    36,11572265625000000 to    102,08032226562500000][-13374,41015625000000000 to -13092,59375000000000000][  8384,50585937500000000 to   8690,38574218750000000]  NWSE[   -22,89550781250000000][   -43,28063964843750000][   -22,89825439453125000][   -43,27789306640625000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263607352/03706263607352636-21/03706263607352636.nbt
POS [ 43][  0]  XYZ[    36,62060546875000000 to     95,93872070312500000][-13093,22851562500000000 to -12811,41015625000000000][  8384,26171875000000000 to   8690,14160156250000000]  NWSE[   -22,89550781250000000][   -43,27789306640625000][   -22,89825439453125000][   -43,27514648437500000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263607352/03706263607352637-21/03706263607352637.nbt
POS [ 44][  0]  XYZ[    35,04809570312500000 to     89,80810546875000000][-12812,04589843750000000 to -12530,22851562500000000][  8384,02343750000000000 to   8689,90234375000000000]  NWSE[   -22,89550781250000000][   -43,27514648437500000][   -22,89825439453125000][   -43,27239990234375000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263607352/03706263607352726-21/03706263607352726.nbt
POS [ 45][  0]  XYZ[    33,49121093750000000 to     89,56420898437500000][-12530,86425781250000000 to -12249,04492187500000000][  8383,78906250000000000 to   8689,66796875000000000]  NWSE[   -22,89550781250000000][   -43,27239990234375000][   -22,89825439453125000][   -43,26965332031250000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263607352/03706263607352727-21/03706263607352727.nbt
POS [ 46][  0]  XYZ[    42,60888671875000000 to     91,26635742187500000][-12249,68164062500000000 to -11967,86328125000000000][  8383,56054687500000000 to   8689,44042968750000000]  NWSE[   -22,89550781250000000][   -43,26965332031250000][   -22,89825439453125000][   -43,26690673828125000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263607352/03706263607352736-21/03706263607352736.nbt
POS [ 47][  0]  XYZ[    26,63574218750000000 to     92,82250976562500000][-11968,49902343750000000 to -11686,68164062500000000][  8383,33789062500000000 to   8689,21679687500000000]  NWSE[   -22,89550781250000000][   -43,26690673828125000][   -22,89825439453125000][   -43,26416015625000000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263607352/03706263607352737-21/03706263607352737.nbt
POS [ 48][  0]  XYZ[    20,70849609375000000 to     60,64062500000000000][-11687,31445312500000000 to -11405,49902343750000000][  8383,12011718750000000 to   8688,99804687500000000]  NWSE[   -22,89550781250000000][   -43,26416015625000000][   -22,89825439453125000][   -43,26141357421875000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263607353/03706263607353626-21/03706263607353626.nbt
POS [ 49][  0]  XYZ[    25,30615234375000000 to     67,31811523437500000][-11406,13281250000000000 to -11124,31640625000000000][  8382,90722656250000000 to   8688,78613281250000000]  NWSE[   -22,89550781250000000][   -43,26141357421875000][   -22,89825439453125000][   -43,25866699218750000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263607353/03706263607353627-21/03706263607353627.nbt
POS [ 50][  0]  XYZ[    24,96923828125000000 to     52,92480468750000000][-11124,95117187500000000 to -10843,13476562500000000][  8382,70019531250000000 to   8688,57812500000000000]  NWSE[   -22,89550781250000000][   -43,25866699218750000][   -22,89825439453125000][   -43,25592041015625000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263607353/03706263607353636-21/03706263607353636.nbt
POS [ 51][  0]  XYZ[    26,18896484375000000 to     64,03759765625000000][-10843,76855468750000000 to -10561,95214843750000000][  8382,49804687500000000 to   8688,37597656250000000]  NWSE[   -22,89550781250000000][   -43,25592041015625000][   -22,89825439453125000][   -43,25317382812500000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263607353/03706263607353637-21/03706263607353637.nbt
POS [ 52][  0]  XYZ[    21,55175781250000000 to     53,21679687500000000][-10562,58496093750000000 to -10280,76855468750000000][  8382,30078125000000000 to   8688,17871093750000000]  NWSE[   -22,89550781250000000][   -43,25317382812500000][   -22,89825439453125000][   -43,25042724609375000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263607353/03706263607353726-21/03706263607353726.nbt
POS [ 53][  0]  XYZ[    19,78344726562500000 to     53,14941406250000000][-10281,40332031250000000 to  -9999,58593750000000000][  8382,10937500000000000 to   8687,98632812500000000]  NWSE[   -22,89550781250000000][   -43,25042724609375000][   -22,89825439453125000][   -43,24768066406250000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263607353/03706263607353727-21/03706263607353727.nbt
POS [ 54][  0]  XYZ[    18,41601562500000000 to     54,40771484375000000][-10000,22070312500000000 to  -9718,40429687500000000][  8381,92285156250000000 to   8687,80078125000000000]  NWSE[   -22,89550781250000000][   -43,24768066406250000][   -22,89825439453125000][   -43,24493408203125000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263607353/03706263607353736-21/03706263607353736.nbt
POS [ 55][  0]  XYZ[    18,99023437500000000 to     43,93896484375000000][ -9719,03710937500000000 to  -9437,22070312500000000][  8381,74121093750000000 to   8687,61914062500000000]  NWSE[   -22,89550781250000000][   -43,24493408203125000][   -22,89825439453125000][   -43,24218750000000000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263607353/03706263607353737-21/03706263607353737.nbt
POS [ 56][  0]  XYZ[    17,64721679687500000 to     57,88916015625000000][ -9437,85546875000000000 to  -9156,03808593750000000][  8381,56542968750000000 to   8687,44238281250000000]  NWSE[   -22,89550781250000000][   -43,24218750000000000][   -22,89825439453125000][   -43,23944091796875000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263616242/03706263616242626-21/03706263616242626.nbt
POS [ 57][  0]  XYZ[    20,17773437500000000 to     59,41406250000000000][ -9156,67285156250000000 to  -8874,85546875000000000][  8381,39453125000000000 to   8687,27246093750000000]  NWSE[   -22,89550781250000000][   -43,23944091796875000][   -22,89825439453125000][   -43,23669433593750000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263616242/03706263616242627-21/03706263616242627.nbt
POS [ 58][  0]  XYZ[    28,50878906250000000 to     86,67016601562500000][ -8875,49023437500000000 to  -8593,67187500000000000][  8381,22851562500000000 to   8687,10742187500000000]  NWSE[   -22,89550781250000000][   -43,23669433593750000][   -22,89825439453125000][   -43,23394775390625000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263616242/03706263616242636-21/03706263616242636.nbt
POS [ 59][  0]  XYZ[    35,62475585937500000 to    105,98559570312500000][ -8594,30664062500000000 to  -8312,49023437500000000][  8381,06738281250000000 to   8686,94726562500000000]  NWSE[   -22,89550781250000000][   -43,23394775390625000][   -22,89825439453125000][   -43,23120117187500000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263616242/03706263616242637-21/03706263616242637.nbt
POS [ 60][  0]  XYZ[    23,67578125000000000 to     64,60351562500000000][ -8313,12402343750000000 to  -8031,30712890625000000][  8380,91308593750000000 to   8686,79199218750000000]  NWSE[   -22,89550781250000000][   -43,23120117187500000][   -22,89825439453125000][   -43,22845458984375000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263616242/03706263616242726-21/03706263616242726.nbt
POS [ 61][  0]  XYZ[    22,08325195312500000 to     74,52685546875000000][ -8031,94140625000000000 to  -7750,12402343750000000][  8380,76367187500000000 to   8686,64257812500000000]  NWSE[   -22,89550781250000000][   -43,22845458984375000][   -22,89825439453125000][   -43,22570800781250000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263616242/03706263616242727-21/03706263616242727.nbt
POS [ 62][  0]  XYZ[    17,26098632812500000 to     66,30395507812500000][ -7750,75878906250000000 to  -7468,94140625000000000][  8380,61914062500000000 to   8686,49804687500000000]  NWSE[   -22,89550781250000000][   -43,22570800781250000][   -22,89825439453125000][   -43,22296142578125000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263616242/03706263616242736-21/03706263616242736.nbt
POS [ 63][  0]  XYZ[    -0,67919921875000000 to     58,79370117187500000][ -7469,57568359375000000 to  -7187,76025390625000000][  8380,47949218750000000 to   8686,35839843750000000]  NWSE[   -22,89550781250000000][   -43,22296142578125000][   -22,89825439453125000][   -43,22021484375000000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263616242/03706263616242737-21/03706263616242737.nbt
POS [ 64][  0]  XYZ[    -0,99609375000000000 to     47,50537109375000000][ -7188,39257812500000000 to  -6906,57666015625000000][  8380,34570312500000000 to   8686,22363281250000000]  NWSE[   -22,89550781250000000][   -43,22021484375000000][   -22,89825439453125000][   -43,21746826171875000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263616243/03706263616243626-21/03706263616243626.nbt
POS [ 65][  0]  XYZ[     9,04663085937500000 to     54,92871093750000000][ -6907,20947265625000000 to  -6625,39306640625000000][  8380,21777343750000000 to   8686,09472656250000000]  NWSE[   -22,89550781250000000][   -43,21746826171875000][   -22,89825439453125000][   -43,21472167968750000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263616243/03706263616243627-21/03706263616243627.nbt
POS [ 66][  0]  XYZ[     0,03002929687500000 to     58,42089843750000000][ -6626,02685546875000000 to  -6344,21093750000000000][  8380,09277343750000000 to   8685,97167968750000000]  NWSE[   -22,89550781250000000][   -43,21472167968750000][   -22,89825439453125000][   -43,21197509765625000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263616243/03706263616243636-21/03706263616243636.nbt
POS [ 67][  0]  XYZ[   -13,69555664062500000 to     67,48364257812500000][ -6344,84375000000000000 to  -6063,02978515625000000][  8379,97558593750000000 to   8685,85253906250000000]  NWSE[   -22,89550781250000000][   -43,21197509765625000][   -22,89825439453125000][   -43,20922851562500000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263616243/03706263616243637-21/03706263616243637.nbt
POS [ 68][  0]  XYZ[   -12,95874023437500000 to     54,93701171875000000][ -6063,65917968750000000 to  -5781,84472656250000000][  8379,86230468750000000 to   8685,50878906250000000]  NWSE[   -22,89550781250000000][   -43,20922851562500000][   -22,89825439453125000][   -43,20648193359375000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263616243/03706263616243726-21/03706263616243726.nbt
POS [ 69][  0]  XYZ[   -13,21459960937500000 to     49,73706054687500000][ -5782,47802734375000000 to  -5500,66210937500000000][  8379,75390625000000000 to   8685,47753906250000000]  NWSE[   -22,89550781250000000][   -43,20648193359375000][   -22,89825439453125000][   -43,20373535156250000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263616243/03706263616243727-21/03706263616243727.nbt
POS [ 70][  0]  XYZ[    -3,02587890625000000 to     37,75561523437500000][ -5501,29541015625000000 to  -5219,48046875000000000][  8379,65234375000000000 to   8685,52929687500000000]  NWSE[   -22,89550781250000000][   -43,20373535156250000][   -22,89825439453125000][   -43,20098876953125000]  D:/PACMAN/EARTH/DOWNLOADED_FILES/NEW/RIO/03706263616243/03706263616243736-21/03706263616243736.nbt
