[210175][175][  0]=30604241504062604
[211475][176][ 99]=30604241506262627
[212577][177][  0]=30604241504062614
[212578][177][  1]=30604241504062616
[212579][177][  2]=30604241504062634
[212580][177][  3]=30604241504062636
[212581][177][  4]=30604241504240414
[212582][177][  5]=30604241504240416
[212583][177][  6]=30604241504240434
[212584][177][  7]=30604241504240436
[212585][177][  8]=30604241504240614
[212586][177][  9]=30604241504240616
[212587][177][ 10]=30604241504240634
[212588][177][ 11]=30604241504240636
[212589][177][ 12]=30604241504242414
[212590][177][ 13]=30604241504242416
[212591][177][ 14]=30604241504242434
[212592][177][ 15]=30604241504242436
[212593][177][ 16]=30604241504242614
[212594][177][ 17]=30604241504242616
[212595][177][ 18]=30604241504242634
[212596][177][ 19]=30604241504242636
[212597][177][ 20]=30604241504260414
[212598][177][ 21]=30604241504260416
[212599][177][ 22]=30604241504260434
[212600][177][ 23]=30604241504260436
[212601][177][ 24]=30604241504260614
[212602][177][ 25]=30604241504260616
[212603][177][ 26]=30604241504260634
[212604][177][ 27]=30604241504260636
[212605][177][ 28]=30604241504262414
[212606][177][ 29]=30604241504262416
[212607][177][ 30]=30604241504262434
[212608][177][ 31]=30604241504262436
[212609][177][ 32]=30604241504262614
[212610][177][ 33]=30604241504262616
[212611][177][ 34]=30604241504262634
[212612][177][ 35]=30604241504262636
[212613][177][ 36]=30604241506040414
[212614][177][ 37]=30604241506040416
[212615][177][ 38]=30604241506040434
[212616][177][ 39]=30604241506040436
[212617][177][ 40]=30604241506040614
[212618][177][ 41]=30604241506040616
[212619][177][ 42]=30604241506040634
[212620][177][ 43]=30604241506040636
[212621][177][ 44]=30604241506042414
[212622][177][ 45]=30604241506042416
[212623][177][ 46]=30604241506042434
[212624][177][ 47]=30604241506042436
[212625][177][ 48]=30604241506042614
[212626][177][ 49]=30604241506042616
[212627][177][ 50]=30604241506042634
[212628][177][ 51]=30604241506042636
[212629][177][ 52]=30604241506060414
[212630][177][ 53]=30604241506060416
[212631][177][ 54]=30604241506060434
[212632][177][ 55]=30604241506060436
[212633][177][ 56]=30604241506060614
[212634][177][ 57]=30604241506060616
[212635][177][ 58]=30604241506060634
[212636][177][ 59]=30604241506060636
[212637][177][ 60]=30604241506062414
[212638][177][ 61]=30604241506062416
[212639][177][ 62]=30604241506062434
[212640][177][ 63]=30604241506062436
[212641][177][ 64]=30604241506062614
[212642][177][ 65]=30604241506062616
[212643][177][ 66]=30604241506062634
[212644][177][ 67]=30604241506062636
[212645][177][ 68]=30604241506240414
[212646][177][ 69]=30604241506240416
[212647][177][ 70]=30604241506240434
[212648][177][ 71]=30604241506240436
[212649][177][ 72]=30604241506240614
[212650][177][ 73]=30604241506240616
[212651][177][ 74]=30604241506240634
[212652][177][ 75]=30604241506240636
[212653][177][ 76]=30604241506242414
[212654][177][ 77]=30604241506242416
[212655][177][ 78]=30604241506242434
[212656][177][ 79]=30604241506242436
[212657][177][ 80]=30604241506242614
[212658][177][ 81]=30604241506242616
[212659][177][ 82]=30604241506242634
[212660][177][ 83]=30604241506242636
[212661][177][ 84]=30604241506260414
[212662][177][ 85]=30604241506260416
[212663][177][ 86]=30604241506260434
[212664][177][ 87]=30604241506260436
[212665][177][ 88]=30604241506260614
[212666][177][ 89]=30604241506260616
[212667][177][ 90]=30604241506260634
[212668][177][ 91]=30604241506260636
[212669][177][ 92]=30604241506262414
[212670][177][ 93]=30604241506262416
[212671][177][ 94]=30604241506262434
[212672][177][ 95]=30604241506262436
[212673][177][ 96]=30604241506262614
[212674][177][ 97]=30604241506262616
[212675][177][ 98]=30604241506262634
[212676][177][ 99]=30604241506262636
[213778][178][  0]=30604241504062615
[213779][178][  1]=30604241504062617
[213780][178][  2]=30604241504062635
[213781][178][  3]=30604241504062637
[213782][178][  4]=30604241504240415
[213783][178][  5]=30604241504240417
[213784][178][  6]=30604241504240435
[213785][178][  7]=30604241504240437
[213786][178][  8]=30604241504240615
[213787][178][  9]=30604241504240617
[213788][178][ 10]=30604241504240635
[213789][178][ 11]=30604241504240637
[213790][178][ 12]=30604241504242415
[213791][178][ 13]=30604241504242417
[213792][178][ 14]=30604241504242435
[213793][178][ 15]=30604241504242437
[213794][178][ 16]=30604241504242615
[213795][178][ 17]=30604241504242617
[213796][178][ 18]=30604241504242635
[213797][178][ 19]=30604241504242637
[213798][178][ 20]=30604241504260415
[213799][178][ 21]=30604241504260417
[213800][178][ 22]=30604241504260435
[213801][178][ 23]=30604241504260437
[213802][178][ 24]=30604241504260615
[213803][178][ 25]=30604241504260617
[213804][178][ 26]=30604241504260635
[213805][178][ 27]=30604241504260637
[213806][178][ 28]=30604241504262415
[213807][178][ 29]=30604241504262417
[213808][178][ 30]=30604241504262435
[213809][178][ 31]=30604241504262437
[213810][178][ 32]=30604241504262615
[213811][178][ 33]=30604241504262617
[213812][178][ 34]=30604241504262635
[213813][178][ 35]=30604241504262637
[213814][178][ 36]=30604241506040415
[213815][178][ 37]=30604241506040417
[213816][178][ 38]=30604241506040435
[213817][178][ 39]=30604241506040437
[213818][178][ 40]=30604241506040615
[213819][178][ 41]=30604241506040617
[213820][178][ 42]=30604241506040635
[213821][178][ 43]=30604241506040637
[213822][178][ 44]=30604241506042415
[213823][178][ 45]=30604241506042417
[213824][178][ 46]=30604241506042435
[213825][178][ 47]=30604241506042437
[213826][178][ 48]=30604241506042615
[213827][178][ 49]=30604241506042617
[213828][178][ 50]=30604241506042635
[213829][178][ 51]=30604241506042637
[213830][178][ 52]=30604241506060415
[213831][178][ 53]=30604241506060417
[213832][178][ 54]=30604241506060435
[213833][178][ 55]=30604241506060437
[213834][178][ 56]=30604241506060615
[213835][178][ 57]=30604241506060617
[213836][178][ 58]=30604241506060635
[213837][178][ 59]=30604241506060637
[213838][178][ 60]=30604241506062415
[213839][178][ 61]=30604241506062417
[213840][178][ 62]=30604241506062435
[213841][178][ 63]=30604241506062437
[213842][178][ 64]=30604241506062615
[213843][178][ 65]=30604241506062617
[213844][178][ 66]=30604241506062635
[213845][178][ 67]=30604241506062637
[213846][178][ 68]=30604241506240415
[213847][178][ 69]=30604241506240417
[213848][178][ 70]=30604241506240435
[213849][178][ 71]=30604241506240437
[213850][178][ 72]=30604241506240615
[213851][178][ 73]=30604241506240617
[213852][178][ 74]=30604241506240635
[213853][178][ 75]=30604241506240637
[213854][178][ 76]=30604241506242415
[213855][178][ 77]=30604241506242417
[213856][178][ 78]=30604241506242435
[213857][178][ 79]=30604241506242437
[213858][178][ 80]=30604241506242615
[213859][178][ 81]=30604241506242617
[213860][178][ 82]=30604241506242635
[213861][178][ 83]=30604241506242637
[213862][178][ 84]=30604241506260415
[213863][178][ 85]=30604241506260417
[213864][178][ 86]=30604241506260435
[213865][178][ 87]=30604241506260437
[213866][178][ 88]=30604241506260615
[213867][178][ 89]=30604241506260617
[213868][178][ 90]=30604241506260635
[213869][178][ 91]=30604241506260637
[213870][178][ 92]=30604241506262415
[213871][178][ 93]=30604241506262417
[213872][178][ 94]=30604241506262435
[213873][178][ 95]=30604241506262437
[213874][178][ 96]=30604241506262615
[213875][178][ 97]=30604241506262617
[213876][178][ 98]=30604241506262635
[213877][178][ 99]=30604241506262637
[214979][179][  0]=30604241504062704
[214980][179][  1]=30604241504062706
[214981][179][  2]=30604241504062724
[214982][179][  3]=30604241504062726
[214983][179][  4]=30604241504240504
[214984][179][  5]=30604241504240506
[214985][179][  6]=30604241504240524
[214986][179][  7]=30604241504240526
[214987][179][  8]=30604241504240704
[214988][179][  9]=30604241504240706
[214989][179][ 10]=30604241504240724
[214990][179][ 11]=30604241504240726
[214991][179][ 12]=30604241504242504
[214992][179][ 13]=30604241504242506
[214993][179][ 14]=30604241504242524
[214994][179][ 15]=30604241504242526
[214995][179][ 16]=30604241504242704
[214996][179][ 17]=30604241504242706
[214997][179][ 18]=30604241504242724
[214998][179][ 19]=30604241504242726
[214999][179][ 20]=30604241504260504
[215000][179][ 21]=30604241504260506
[215001][179][ 22]=30604241504260524
[215002][179][ 23]=30604241504260526
[215003][179][ 24]=30604241504260704
[215004][179][ 25]=30604241504260706
[215005][179][ 26]=30604241504260724
[215006][179][ 27]=30604241504260726
[215007][179][ 28]=30604241504262504
[215008][179][ 29]=30604241504262506
[215009][179][ 30]=30604241504262524
[215010][179][ 31]=30604241504262526
[215011][179][ 32]=30604241504262704
[215012][179][ 33]=30604241504262706
[215013][179][ 34]=30604241504262724
[215014][179][ 35]=30604241504262726
[215015][179][ 36]=30604241506040504
[215016][179][ 37]=30604241506040506
[215017][179][ 38]=30604241506040524
[215018][179][ 39]=30604241506040526
[215019][179][ 40]=30604241506040704
[215020][179][ 41]=30604241506040706
[215021][179][ 42]=30604241506040724
[215022][179][ 43]=30604241506040726
[215023][179][ 44]=30604241506042504
[215024][179][ 45]=30604241506042506
[215025][179][ 46]=30604241506042524
[215026][179][ 47]=30604241506042526
[215027][179][ 48]=30604241506042704
[215028][179][ 49]=30604241506042706
[215029][179][ 50]=30604241506042724
[215030][179][ 51]=30604241506042726
[215031][179][ 52]=30604241506060504
[215032][179][ 53]=30604241506060506
[215033][179][ 54]=30604241506060524
[215034][179][ 55]=30604241506060526
[215035][179][ 56]=30604241506060704
[215036][179][ 57]=30604241506060706
[215037][179][ 58]=30604241506060724
[215038][179][ 59]=30604241506060726
[215039][179][ 60]=30604241506062504
[215040][179][ 61]=30604241506062506
[215041][179][ 62]=30604241506062524
[215042][179][ 63]=30604241506062526
[215043][179][ 64]=30604241506062704
[215044][179][ 65]=30604241506062706
[215045][179][ 66]=30604241506062724
[215046][179][ 67]=30604241506062726
[215047][179][ 68]=30604241506240504
[215048][179][ 69]=30604241506240506
[215049][179][ 70]=30604241506240524
[215050][179][ 71]=30604241506240526
[215051][179][ 72]=30604241506240704
[215052][179][ 73]=30604241506240706
[215053][179][ 74]=30604241506240724
[215054][179][ 75]=30604241506240726
[215055][179][ 76]=30604241506242504
[215056][179][ 77]=30604241506242506
[215057][179][ 78]=30604241506242524
[215058][179][ 79]=30604241506242526
[215059][179][ 80]=30604241506242704
[215060][179][ 81]=30604241506242706
[215061][179][ 82]=30604241506242724
[215062][179][ 83]=30604241506242726
[215063][179][ 84]=30604241506260504
[215064][179][ 85]=30604241506260506
[215065][179][ 86]=30604241506260524
[215066][179][ 87]=30604241506260526
[215067][179][ 88]=30604241506260704
[215068][179][ 89]=30604241506260706
[215069][179][ 90]=30604241506260724
[215070][179][ 91]=30604241506260726
[215071][179][ 92]=30604241506262504
[215072][179][ 93]=30604241506262506
[215073][179][ 94]=30604241506262524
[215074][179][ 95]=30604241506262526
[215075][179][ 96]=30604241506262704
[215076][179][ 97]=30604241506262706
[215077][179][ 98]=30604241506262724
[215078][179][ 99]=30604241506262726
[216180][180][  0]=30604241504062705
[216181][180][  1]=30604241504062707
[216182][180][  2]=30604241504062725
[216183][180][  3]=30604241504062727
[216184][180][  4]=30604241504240505
[216185][180][  5]=30604241504240507
[216186][180][  6]=30604241504240525
[216187][180][  7]=30604241504240527
[216188][180][  8]=30604241504240705
[216189][180][  9]=30604241504240707
[216190][180][ 10]=30604241504240725
[216191][180][ 11]=30604241504240727
[216192][180][ 12]=30604241504242505
[216193][180][ 13]=30604241504242507
[216194][180][ 14]=30604241504242525
[216195][180][ 15]=30604241504242527
[216196][180][ 16]=30604241504242705
[216197][180][ 17]=30604241504242707
[216198][180][ 18]=30604241504242725
[216199][180][ 19]=30604241504242727
[216200][180][ 20]=30604241504260505
[216201][180][ 21]=30604241504260507
[216202][180][ 22]=30604241504260525
[216203][180][ 23]=30604241504260527
[216204][180][ 24]=30604241504260705
[216205][180][ 25]=30604241504260707
[216206][180][ 26]=30604241504260725
[216207][180][ 27]=30604241504260727
[216208][180][ 28]=30604241504262505
[216209][180][ 29]=30604241504262507
[216210][180][ 30]=30604241504262525
[216211][180][ 31]=30604241504262527
[216212][180][ 32]=30604241504262705
[216213][180][ 33]=30604241504262707
[216214][180][ 34]=30604241504262725
[216215][180][ 35]=30604241504262727
[216216][180][ 36]=30604241506040505
[216217][180][ 37]=30604241506040507
[216218][180][ 38]=30604241506040525
[216219][180][ 39]=30604241506040527
[216220][180][ 40]=30604241506040705
[216221][180][ 41]=30604241506040707
[216222][180][ 42]=30604241506040725
[216223][180][ 43]=30604241506040727
[216224][180][ 44]=30604241506042505
[216225][180][ 45]=30604241506042507
[216226][180][ 46]=30604241506042525
[216227][180][ 47]=30604241506042527
[216228][180][ 48]=30604241506042705
[216229][180][ 49]=30604241506042707
[216230][180][ 50]=30604241506042725
[216231][180][ 51]=30604241506042727
[216232][180][ 52]=30604241506060505
[216233][180][ 53]=30604241506060507
[216234][180][ 54]=30604241506060525
[216235][180][ 55]=30604241506060527
[216236][180][ 56]=30604241506060705
[216237][180][ 57]=30604241506060707
[216238][180][ 58]=30604241506060725
[216239][180][ 59]=30604241506060727
[216240][180][ 60]=30604241506062505
[216241][180][ 61]=30604241506062507
[216242][180][ 62]=30604241506062525
[216243][180][ 63]=30604241506062527
[216244][180][ 64]=30604241506062705
[216245][180][ 65]=30604241506062707
[216246][180][ 66]=30604241506062725
[216247][180][ 67]=30604241506062727
[216248][180][ 68]=30604241506240505
[216249][180][ 69]=30604241506240507
[216250][180][ 70]=30604241506240525
[216251][180][ 71]=30604241506240527
[216252][180][ 72]=30604241506240705
[216253][180][ 73]=30604241506240707
[216254][180][ 74]=30604241506240725
[216255][180][ 75]=30604241506240727
[216256][180][ 76]=30604241506242505
[216257][180][ 77]=30604241506242507
[216258][180][ 78]=30604241506242525
[216259][180][ 79]=30604241506242527
[216260][180][ 80]=30604241506242705
[216261][180][ 81]=30604241506242707
[216262][180][ 82]=30604241506242725
[216263][180][ 83]=30604241506242727
[216264][180][ 84]=30604241506260505
[216265][180][ 85]=30604241506260507
[216266][180][ 86]=30604241506260525
[216267][180][ 87]=30604241506260527
[216268][180][ 88]=30604241506260705
[216269][180][ 89]=30604241506260707
[216270][180][ 90]=30604241506260725
[216271][180][ 91]=30604241506260727
[216272][180][ 92]=30604241506262505
[216273][180][ 93]=30604241506262507
[216274][180][ 94]=30604241506262525
[216275][180][ 95]=30604241506262527
[216276][180][ 96]=30604241506262705
[216277][180][ 97]=30604241506262707
[216278][180][ 98]=30604241506262725
[216279][180][ 99]=30604241506262727
[217381][181][  0]=30604241504062714
[217382][181][  1]=30604241504062716
[217383][181][  2]=30604241504062734
[217384][181][  3]=30604241504062736
[217385][181][  4]=30604241504240514
[217386][181][  5]=30604241504240516
[217387][181][  6]=30604241504240534
[217388][181][  7]=30604241504240536
[217389][181][  8]=30604241504240714
[217390][181][  9]=30604241504240716
[217391][181][ 10]=30604241504240734
[217392][181][ 11]=30604241504240736
[217393][181][ 12]=30604241504242514
[217394][181][ 13]=30604241504242516
[217395][181][ 14]=30604241504242534
[217396][181][ 15]=30604241504242536
[217397][181][ 16]=30604241504242714
[217398][181][ 17]=30604241504242716
[217399][181][ 18]=30604241504242734
[217400][181][ 19]=30604241504242736
[217401][181][ 20]=30604241504260514
[217402][181][ 21]=30604241504260516
[217403][181][ 22]=30604241504260534
[217404][181][ 23]=30604241504260536
[217405][181][ 24]=30604241504260714
[217406][181][ 25]=30604241504260716
[217407][181][ 26]=30604241504260734
[217408][181][ 27]=30604241504260736
[217409][181][ 28]=30604241504262514
[217410][181][ 29]=30604241504262516
[217411][181][ 30]=30604241504262534
[217412][181][ 31]=30604241504262536
[217413][181][ 32]=30604241504262714
[217414][181][ 33]=30604241504262716
[217415][181][ 34]=30604241504262734
[217416][181][ 35]=30604241504262736
[217417][181][ 36]=30604241506040514
[217418][181][ 37]=30604241506040516
[217419][181][ 38]=30604241506040534
[217420][181][ 39]=30604241506040536
[217421][181][ 40]=30604241506040714
[217422][181][ 41]=30604241506040716
[217423][181][ 42]=30604241506040734
[217424][181][ 43]=30604241506040736
[217425][181][ 44]=30604241506042514
[217426][181][ 45]=30604241506042516
[217427][181][ 46]=30604241506042534
[217428][181][ 47]=30604241506042536
[217429][181][ 48]=30604241506042714
[217430][181][ 49]=30604241506042716
[217431][181][ 50]=30604241506042734
[217432][181][ 51]=30604241506042736
[217433][181][ 52]=30604241506060514
[217434][181][ 53]=30604241506060516
[217435][181][ 54]=30604241506060534
[217436][181][ 55]=30604241506060536
[217437][181][ 56]=30604241506060714
[217438][181][ 57]=30604241506060716
[217439][181][ 58]=30604241506060734
[217440][181][ 59]=30604241506060736
[217441][181][ 60]=30604241506062514
[217442][181][ 61]=30604241506062516
[217443][181][ 62]=30604241506062534
[217444][181][ 63]=30604241506062536
[217445][181][ 64]=30604241506062714
[217446][181][ 65]=30604241506062716
[217447][181][ 66]=30604241506062734
[217448][181][ 67]=30604241506062736
[217449][181][ 68]=30604241506240514
[217450][181][ 69]=30604241506240516
[217451][181][ 70]=30604241506240534
[217452][181][ 71]=30604241506240536
[217453][181][ 72]=30604241506240714
[217454][181][ 73]=30604241506240716
[217455][181][ 74]=30604241506240734
[217456][181][ 75]=30604241506240736
[217457][181][ 76]=30604241506242514
[217458][181][ 77]=30604241506242516
[217459][181][ 78]=30604241506242534
[217460][181][ 79]=30604241506242536
[217461][181][ 80]=30604241506242714
[217462][181][ 81]=30604241506242716
[217463][181][ 82]=30604241506242734
[217464][181][ 83]=30604241506242736
[217465][181][ 84]=30604241506260514
[217466][181][ 85]=30604241506260516
[217467][181][ 86]=30604241506260534
[217468][181][ 87]=30604241506260536
[217469][181][ 88]=30604241506260714
[217470][181][ 89]=30604241506260716
[217471][181][ 90]=30604241506260734
[217472][181][ 91]=30604241506260736
[217473][181][ 92]=30604241506262514
[217474][181][ 93]=30604241506262516
[217475][181][ 94]=30604241506262534
[217476][181][ 95]=30604241506262536
[217477][181][ 96]=30604241506262714
[217478][181][ 97]=30604241506262716
[217479][181][ 98]=30604241506262734
[217480][181][ 99]=30604241506262736
[218582][182][  0]=30604241504062715
[218583][182][  1]=30604241504062717
[218584][182][  2]=30604241504062735
[218585][182][  3]=30604241504062737
[218586][182][  4]=30604241504240515
[218587][182][  5]=30604241504240517
[218588][182][  6]=30604241504240535
[218589][182][  7]=30604241504240537
[218590][182][  8]=30604241504240715
[218591][182][  9]=30604241504240717
[218592][182][ 10]=30604241504240735
[218593][182][ 11]=30604241504240737
[218594][182][ 12]=30604241504242515
[218595][182][ 13]=30604241504242517
[218596][182][ 14]=30604241504242535
[218597][182][ 15]=30604241504242537
[218598][182][ 16]=30604241504242715
[218599][182][ 17]=30604241504242717
[218600][182][ 18]=30604241504242735
[218601][182][ 19]=30604241504242737
[218602][182][ 20]=30604241504260515
[218603][182][ 21]=30604241504260517
[218604][182][ 22]=30604241504260535
[218605][182][ 23]=30604241504260537
[218606][182][ 24]=30604241504260715
[218607][182][ 25]=30604241504260717
[218608][182][ 26]=30604241504260735
[218609][182][ 27]=30604241504260737
[218610][182][ 28]=30604241504262515
[218611][182][ 29]=30604241504262517
[218612][182][ 30]=30604241504262535
[218613][182][ 31]=30604241504262537
[218614][182][ 32]=30604241504262715
[218615][182][ 33]=30604241504262717
[218616][182][ 34]=30604241504262735
[218617][182][ 35]=30604241504262737
[218618][182][ 36]=30604241506040515
[218619][182][ 37]=30604241506040517
[218620][182][ 38]=30604241506040535
[218621][182][ 39]=30604241506040537
[218622][182][ 40]=30604241506040715
[218623][182][ 41]=30604241506040717
[218624][182][ 42]=30604241506040735
[218625][182][ 43]=30604241506040737
[218626][182][ 44]=30604241506042515
[218627][182][ 45]=30604241506042517
[218628][182][ 46]=30604241506042535
[218629][182][ 47]=30604241506042537
[218630][182][ 48]=30604241506042715
[218631][182][ 49]=30604241506042717
[218632][182][ 50]=30604241506042735
[218633][182][ 51]=30604241506042737
[218634][182][ 52]=30604241506060515
[218635][182][ 53]=30604241506060517
[218636][182][ 54]=30604241506060535
[218637][182][ 55]=30604241506060537
[218638][182][ 56]=30604241506060715
[218639][182][ 57]=30604241506060717
[218640][182][ 58]=30604241506060735
[218641][182][ 59]=30604241506060737
[218642][182][ 60]=30604241506062515
[218643][182][ 61]=30604241506062517
[218644][182][ 62]=30604241506062535
[218645][182][ 63]=30604241506062537
[218646][182][ 64]=30604241506062715
[218647][182][ 65]=30604241506062717
[218648][182][ 66]=30604241506062735
[218649][182][ 67]=30604241506062737
[218650][182][ 68]=30604241506240515
[218651][182][ 69]=30604241506240517
[218652][182][ 70]=30604241506240535
[218653][182][ 71]=30604241506240537
[218654][182][ 72]=30604241506240715
[218655][182][ 73]=30604241506240717
[218656][182][ 74]=30604241506240735
[218657][182][ 75]=30604241506240737
[218658][182][ 76]=30604241506242515
[218659][182][ 77]=30604241506242517
[218660][182][ 78]=30604241506242535
[218661][182][ 79]=30604241506242537
[218662][182][ 80]=30604241506242715
